AGEP,PINCP,POVPIP
33,55000.0,315
51,30000.0,384
52,50000.0,379
67,383800.0,501
70,26300.0,216
57,33900.0,256
56,102800.0,381
53,0.0,501
2,N,41
18,2000.0,270
9,N,277
18,0.0,N
76,103200.0,501
44,80000.0,501
64,1000.0,7
48,135000.0,501
27,34000.0,260
68,40300.0,501
43,90000.0,501
64,88300.0,501
6,N,138
59,0.0,501
1,N,39
63,8700.0,63
16,0.0,60
64,8000.0,126
48,49500.0,501
20,10100.0,75
17,0.0,N
4,N,0
44,80000.0,501
26,7000.0,158
48,21200.0,501
18,4500.0,N
4,N,501
62,4940.0,201
72,98500.0,501
71,10300.0,84
69,15700.0,128
44,30000.0,229
37,119000.0,501
26,13500.0,109
55,52000.0,308
16,0.0,281
13,N,16
9,N,58
68,62500.0,501
56,168900.0,501
67,36200.0,354
25,23000.0,173
80,94000.0,501
35,552000.0,501
47,571000.0,501
52,39000.0,236
50,100000.0,501
65,43200.0,341
52,30000.0,199
54,17000.0,92
13,N,501
32,105000.0,501
17,0.0,6
11,N,252
57,18400.0,140
85,27000.0,232
18,0.0,N
29,35500.0,474
54,33300.0,498
24,35000.0,300
83,23120.0,501
49,24000.0,501
48,250000.0,501
43,30000.0,354
29,30000.0,228
54,60000.0,501
28,54000.0,409
24,0.0,0
4,N,501
79,15000.0,319
43,26050.0,201
43,10000.0,501
65,286000.0,501
66,16500.0,136
73,12900.0,105
24,7700.0,60
16,0.0,144
42,250.0,48
38,172000.0,80
85,13100.0,373
4,N,48
53,55000.0,501
94,44400.0,373
44,544000.0,501
49,7200.0,55
3,N,125
75,156700.0,501
55,83000.0,501
46,167200.0,501
51,0.0,501
62,0.0,454
87,10100.0,83
56,88500.0,501
8,N,182
71,12000.0,65
62,12000.0,129
4,N,501
55,57000.0,423
29,23000.0,235
5,N,219
77,21900.0,217
23,15800.0,501
18,32000.0,N
10,N,501
47,200000.0,501
12,N,501
81,9300.0,76
38,1600.0,202
14,N,8
61,54500.0,501
40,32000.0,241
1,N,44
89,5100.0,100
86,50000.0,414
62,25700.0,195
31,55000.0,415
67,49400.0,397
48,70000.0,501
66,461500.0,501
26,10000.0,49
29,0.0,0
9,N,501
41,0.0,501
37,24200.0,183
21,40000.0,408
67,18000.0,438
59,18000.0,216
19,50000.0,N
31,34000.0,259
71,39300.0,320
54,75300.0,501
48,0.0,501
33,4800.0,N
70,58100.0,501
69,36000.0,443
44,36400.0,340
47,66000.0,321
76,186100.0,501
27,34100.0,260
16,0.0,501
34,83000.0,501
74,13000.0,N
32,90000.0,343
19,30000.0,N
9,N,501
22,19000.0,501
20,4000.0,26
68,15720.0,501
12,N,397
24,64000.0,475
47,70000.0,345
24,100000.0,501
53,0.0,409
65,41500.0,316
45,1400.0,24
27,82000.0,501
39,162000.0,501
69,54400.0,362
47,24000.0,490
20,0.0,N
60,0.0,13
61,9000.0,173
50,70000.0,501
18,0.0,N
30,9240.0,69
0,N,123
12,N,501
18,0.0,366
59,25010.0,269
63,28700.0,255
21,4000.0,417
49,15000.0,237
35,110200.0,501
9,N,501
26,9000.0,501
65,50000.0,402
65,12000.0,501
70,60000.0,501
42,0.0,294
67,12500.0,37
85,119000.0,501
36,0.0,125
40,85000.0,501
50,225000.0,501
7,N,0
11,N,501
30,60000.0,455
8,N,183
28,64000.0,488
43,294200.0,501
27,62000.0,501
11,N,501
41,9200.0,71
41,70000.0,484
7,N,501
62,300000.0,501
17,4200.0,31
78,66300.0,501
1,N,19
62,22000.0,167
10,N,501
64,29000.0,219
1,N,501
87,34600.0,268
6,N,7
84,57800.0,501
63,31000.0,199
31,30000.0,499
11,N,52
46,20000.0,N
78,20230.0,168
27,70010.0,501
22,0.0,0
56,25000.0,480
32,70000.0,501
20,0.0,N
53,4000.0,35
46,32000.0,462
40,29700.0,290
55,3600.0,27
68,7400.0,N
61,32000.0,455
10,N,501
24,85000.0,501
77,15600.0,128
45,85000.0,501
50,50000.0,244
29,72000.0,501
57,48000.0,364
45,0.0,199
26,25000.0,190
40,32400.0,501
55,78000.0,385
20,5000.0,N
19,0.0,N
5,N,22
55,11400.0,86
31,24300.0,183
11,N,501
10,N,501
77,21600.0,177
66,22000.0,145
12,N,434
70,29500.0,501
18,200.0,N
68,9800.0,171
28,7000.0,501
34,0.0,24
36,45000.0,219
40,40000.0,302
43,108000.0,421
69,60200.0,493
66,21300.0,414
56,103000.0,501
62,116000.0,434
35,2000.0,18
73,0.0,0
25,21900.0,501
61,602000.0,501
48,146000.0,501
81,4600.0,274
0,N,501
29,49000.0,372
24,0.0,164
3,N,170
6,N,95
24,37000.0,273
9,N,44
34,280030.0,501
22,15000.0,114
41,15000.0,501
65,9100.0,501
71,-1900.0,0
37,510.0,218
6,N,197
9,N,501
86,16900.0,N
11,N,0
59,98390.0,501
39,100000.0,501
58,76000.0,501
77,12000.0,151
8,N,261
1,N,501
8,N,97
67,52000.0,427
61,73000.0,501
68,45800.0,301
26,6500.0,49
47,83500.0,501
49,9000.0,N
56,6000.0,154
55,42000.0,375
65,8400.0,308
36,14200.0,74
57,2500.0,51
22,70100.0,501
75,90000.0,501
12,N,174
33,40000.0,349
73,10800.0,69
55,35000.0,501
51,30000.0,501
20,4000.0,N
20,11500.0,84
82,20400.0,501
9,N,501
46,60000.0,501
4,N,326
71,33400.0,501
20,3000.0,22
69,61700.0,501
17,0.0,54
16,700.0,501
80,0.0,480
23,10200.0,233
44,120000.0,501
8,N,N
21,1200.0,N
72,143700.0,501
17,0.0,71
91,13500.0,111
37,552000.0,501
4,N,501
64,79500.0,501
46,99000.0,501
93,128600.0,501
23,26000.0,198
70,15600.0,122
68,35700.0,199
53,69200.0,501
6,N,468
59,56800.0,430
16,0.0,166
0,N,285
59,9500.0,72
46,0.0,58
9,N,45
50,71000.0,501
66,12000.0,99
46,18000.0,136
53,40000.0,305
89,29000.0,244
23,155000.0,501
53,300500.0,501
20,22500.0,291
27,26000.0,198
41,14900.0,501
37,128000.0,501
1,N,186
25,20000.0,244
57,212040.0,501
27,60000.0,435
57,17900.0,501
15,0.0,N
13,N,501
12,N,305
8,N,501
18,3000.0,N
71,0.0,100
37,35000.0,227
20,19000.0,247
11,N,182
5,N,320
70,13200.0,110
41,0.0,106
31,67000.0,501
49,9600.0,72
9,N,501
39,28000.0,284
18,28000.0,206
67,53500.0,345
73,61700.0,501
49,10000.0,76
53,9300.0,54
36,35000.0,102
33,172090.0,501
30,40000.0,191
21,0.0,N
19,32000.0,N
2,N,501
68,9000.0,N
14,N,501
81,54900.0,417
70,595000.0,501
10,N,116
27,0.0,N
24,42000.0,291
71,146000.0,501
24,59000.0,N
46,33000.0,283
11,N,161
18,200.0,N
6,N,182
59,0.0,0
44,293000.0,501
74,24800.0,203
12,N,147
20,0.0,108
33,0.0,N
20,5000.0,280
36,25600.0,192
6,N,364
30,40000.0,303
84,43700.0,350
49,1400.0,N
36,14300.0,142
7,N,99
76,71000.0,501
34,30000.0,302
23,12000.0,501
63,0.0,49
7,N,7
27,1200.0,9
67,45200.0,501
36,170000.0,501
16,0.0,85
62,39100.0,359
51,70000.0,501
51,0.0,226
33,15000.0,501
26,58000.0,441
61,44190.0,501
31,34000.0,259
29,0.0,0
63,15600.0,92
31,30000.0,378
14,N,501
13,N,501
83,91000.0,501
44,10800.0,80
70,52800.0,396
46,37000.0,278
27,27800.0,212
12,N,501
83,7200.0,N
60,0.0,501
26,1500.0,6
42,0.0,15
1,N,219
56,59100.0,460
33,45000.0,343
22,0.0,N
74,11500.0,95
54,1300.0,18
42,70000.0,501
58,48000.0,501
43,80000.0,501
31,1400.0,10
54,134400.0,501
43,0.0,289
35,1300.0,501
42,23000.0,501
34,19000.0,204
2,N,232
73,35900.0,357
33,0.0,0
41,50000.0,351
38,108000.0,46
12,N,403
67,68400.0,501
61,24500.0,177
15,0.0,335
56,9000.0,68
28,21700.0,194
68,40200.0,501
25,0.0,0
67,75400.0,501
2,N,37
14,N,463
26,34000.0,501
61,9000.0,71
29,25000.0,206
45,8100.0,254
21,0.0,0
24,36000.0,276
15,0.0,501
27,0.0,N
59,69000.0,315
31,38000.0,384
61,713000.0,501
18,8000.0,55
35,16000.0,83
19,10000.0,146
65,12400.0,101
22,0.0,N
40,60000.0,501
51,1300.0,10
41,0.0,124
12,N,227
64,12000.0,278
77,9600.0,158
18,850.0,74
52,55000.0,418
46,222000.0,501
72,32800.0,272
37,23000.0,364
24,30000.0,226
17,2500.0,501
56,18000.0,477
43,490000.0,501
66,12800.0,105
45,0.0,186
63,9500.0,71
22,25000.0,191
27,9000.0,60
38,0.0,501
60,36000.0,501
25,58590.0,501
11,N,0
83,18800.0,169
27,47500.0,501
22,60000.0,461
64,80000.0,501
10,N,389
79,28500.0,233
13,N,122
58,160000.0,501
58,19400.0,147
27,1200.0,N
44,95000.0,464
67,262000.0,501
20,0.0,0
46,60000.0,456
73,27000.0,393
40,130000.0,501
25,30000.0,501
32,31000.0,236
45,552000.0,501
73,12900.0,106
47,30000.0,256
27,30000.0,227
41,54000.0,425
4,N,501
29,37000.0,282
12,N,501
62,25900.0,194
18,0.0,N
20,15000.0,125
16,4000.0,262
20,7000.0,501
79,564000.0,501
67,44600.0,258
2,N,501
49,25100.0,501
73,90600.0,501
60,101000.0,501
23,3000.0,136
50,19100.0,320
57,7800.0,256
7,N,67
27,33300.0,256
28,58000.0,437
64,27000.0,194
69,12500.0,103
72,18000.0,108
44,103000.0,501
46,29200.0,501
30,57900.0,437
6,N,99
59,35000.0,501
17,0.0,501
19,100.0,352
55,110000.0,501
56,135000.0,501
38,42000.0,228
45,60000.0,454
14,N,501
27,66000.0,501
36,5000.0,501
37,65000.0,489
64,21000.0,159
37,0.0,501
45,171000.0,501
46,230000.0,501
74,83500.0,501
31,9700.0,284
43,68000.0,202
75,74700.0,501
45,36000.0,272
56,64000.0,496
14,N,501
65,17500.0,144
0,N,305
4,N,501
65,75000.0,501
2,N,501
5,N,501
84,9000.0,N
3,N,90
62,32120.0,190
52,41000.0,501
16,0.0,0
53,2300.0,11
14,N,501
43,120000.0,501
19,3000.0,501
55,39000.0,409
59,0.0,501
5,N,326
64,552000.0,501
32,0.0,208
1,N,501
49,33600.0,501
69,15700.0,210
45,205000.0,501
52,0.0,158
35,140000.0,501
12,N,501
45,92000.0,501
74,324400.0,501
5,N,441
66,156000.0,501
30,38000.0,296
58,142000.0,501
0,N,497
18,3000.0,N
39,3000.0,22
61,14100.0,501
48,190000.0,501
15,0.0,196
47,55000.0,501
56,40500.0,456
24,53000.0,401
44,0.0,71
67,24000.0,198
3,N,178
64,36000.0,279
40,49000.0,387
8,N,75
30,20000.0,150
50,131950.0,501
9,N,427
22,2500.0,501
42,40000.0,314
36,100000.0,501
27,93200.0,501
53,320000.0,501
62,64000.0,475
41,125000.0,501
26,44000.0,N
79,96270.0,501
30,58000.0,501
31,100000.0,501
94,15000.0,N
61,5000.0,38
59,173000.0,501
61,0.0,316
20,0.0,N
52,4700.0,35
67,55500.0,354
26,75000.0,501
48,8440.0,316
35,69500.0,N
16,0.0,85
22,6700.0,246
76,0.0,501
82,61900.0,457
30,17600.0,137
82,0.0,501
47,70000.0,345
10,N,317
61,160000.0,501
65,20000.0,164
24,0.0,219
52,2000.0,15
43,0.0,0
75,52030.0,427
61,9000.0,68
63,167400.0,501
45,82000.0,501
18,0.0,N
30,3500.0,274
13,N,501
40,150000.0,501
67,175000.0,501
36,14200.0,74
75,352000.0,501
48,24700.0,184
23,10000.0,76
44,300.0,199
31,53420.0,401
57,57000.0,N
8,N,0
38,150000.0,501
52,45000.0,400
67,20000.0,501
34,44000.0,501
20,25400.0,218
54,0.0,0
79,15000.0,318
43,40000.0,242
28,62000.0,468
64,19900.0,468
31,0.0,501
14,N,501
31,75000.0,501
13,N,501
26,2000.0,274
30,410.0,501
27,92000.0,501
25,46000.0,358
13,N,136
17,0.0,N
77,11100.0,91
21,0.0,N
69,70400.0,501
33,245500.0,501
62,58000.0,501
18,0.0,501
32,0.0,230
67,62900.0,470
67,262000.0,501
66,92000.0,501
41,90200.0,501
42,25000.0,122
59,17300.0,132
9,N,501
39,45000.0,397
68,88830.0,501
10,N,225
18,32000.0,N
61,65000.0,491
46,402000.0,501
57,432000.0,501
21,0.0,264
18,15500.0,N
71,9500.0,489
73,21390.0,174
30,15000.0,113
6,N,103
53,34004.0,244
27,14000.0,501
48,35000.0,136
42,65000.0,273
67,120000.0,501
66,48300.0,399
18,4800.0,463
52,15000.0,501
43,0.0,0
25,30000.0,229
61,43080.0,501
52,16000.0,126
67,29500.0,239
81,26700.0,271
10,N,501
54,0.0,0
18,35000.0,N
48,60000.0,501
67,24000.0,198
16,1000.0,325
34,29400.0,223
35,93000.0,501
15,2200.0,501
50,200.0,1
29,9300.0,45
40,200000.0,501
61,0.0,501
39,7000.0,90
63,24900.0,195
37,65000.0,239
56,103000.0,501
68,55400.0,486
13,N,287
42,540.0,473
51,0.0,230
65,66000.0,501
68,16800.0,501
49,410000.0,501
2,N,370
75,102200.0,501
28,16000.0,62
69,101300.0,501
26,14000.0,68
45,5000.0,99
31,25000.0,469
11,N,501
34,30700.0,302
5,N,124
49,100000.0,501
54,30000.0,159
23,80000.0,501
40,47000.0,336
63,31000.0,199
30,85000.0,475
4,N,501
21,3000.0,22
21,3500.0,N
71,9300.0,120
4,N,58
25,32000.0,501
56,665000.0,501
64,2200.0,105
87,164500.0,501
14,N,78
17,0.0,178
15,0.0,501
20,0.0,0
74,25000.0,206
60,106000.0,501
51,87180.0,501
8,N,409
60,9500.0,72
2,N,501
43,0.0,0
94,9600.0,N
20,2500.0,N
47,26700.0,437
2,N,200
29,125000.0,501
32,6800.0,35
87,55200.0,501
73,13710.0,501
21,5000.0,501
18,6600.0,N
65,24200.0,184
91,127000.0,501
14,N,109
52,111300.0,501
22,12000.0,90
42,0.0,501
10,N,194
77,90100.0,501
66,16300.0,107
57,85000.0,501
0,N,501
36,11400.0,90
67,24000.0,298
12,N,501
61,65000.0,501
57,212040.0,501
62,14500.0,501
10,N,176
56,19000.0,501
60,54700.0,501
19,74500.0,N
60,-1900.0,N
67,7200.0,398
23,25000.0,189
74,600.0,6
15,200.0,117
53,308000.0,501
18,10100.0,N
35,0.0,0
28,0.0,N
21,15000.0,98
57,16000.0,90
28,52000.0,256
15,0.0,501
32,30000.0,501
16,0.0,318
38,100000.0,501
18,900.0,N
67,55000.0,501
72,68100.0,501
84,2600.0,379
32,26500.0,501
24,60500.0,501
61,30000.0,242
50,165000.0,501
41,0.0,501
56,135000.0,501
17,1400.0,124
5,N,N
60,30150.0,362
51,13600.0,222
2,N,501
80,42000.0,501
89,25000.0,206
60,40000.0,501
72,15000.0,345
68,9900.0,346
35,133000.0,501
47,24000.0,440
66,4100.0,73
54,577000.0,501
38,5900.0,344
20,9300.0,N
40,26000.0,394
9,N,501
38,110000.0,501
39,51300.0,501
66,17700.0,145
78,18700.0,501
81,35800.0,293
79,90700.0,501
45,3900.0,501
77,75300.0,501
77,41400.0,501
83,2300.0,27
53,420000.0,501
70,24700.0,202
75,1500.0,501
2,N,454
20,0.0,N
10,N,174
68,320000.0,501
61,11600.0,139
39,193000.0,501
58,100000.0,501
65,35000.0,284
5,N,41
42,20000.0,152
26,0.0,212
55,0.0,501
16,0.0,159
18,600.0,402
68,22500.0,186
53,100000.0,501
11,N,96
20,0.0,N
62,178000.0,501
67,22600.0,169
1,N,86
69,54200.0,501
53,69000.0,501
43,18000.0,128
62,9100.0,69
63,25000.0,190
6,N,330
64,211000.0,501
25,6400.0,501
36,63000.0,501
72,0.0,0
94,1800.0,22
15,0.0,124
61,80050.0,501
41,24000.0,181
18,20800.0,152
42,120000.0,501
25,26000.0,213
36,36000.0,176
25,43500.0,334
59,4700.0,35
54,0.0,501
80,133900.0,501
72,13000.0,450
63,30000.0,327
37,65000.0,489
30,0.0,0
69,14390.0,361
45,8000.0,40
19,20000.0,150
6,N,12
63,23000.0,207
41,6000.0,245
10,N,501
42,165000.0,501
75,7600.0,82
77,101400.0,501
41,60000.0,455
19,9000.0,103
10,N,181
45,250000.0,501
29,76000.0,501
18,0.0,501
45,46800.0,412
18,1000.0,N
22,2400.0,18
59,17500.0,134
60,725000.0,501
76,36600.0,295
4,N,166
2,N,83
18,13000.0,121
6,N,118
61,160000.0,501
48,6600.0,24
43,80000.0,501
33,80000.0,501
90,0.0,0
56,140000.0,501
24,75000.0,501
4,N,N
38,108000.0,501
25,43000.0,366
45,25000.0,472
61,108000.0,415
50,140000.0,501
0,N,280
4,N,N
44,80000.0,439
64,56700.0,501
10,N,344
14,N,501
28,67200.0,501
34,60030.0,454
54,28100.0,221
72,10700.0,88
35,181000.0,501
67,16200.0,132
3,N,116
25,80000.0,501
24,20350.0,501
76,89700.0,501
66,30100.0,249
36,22500.0,265
34,14000.0,501
45,24000.0,257
48,0.0,501
32,110000.0,501
20,15000.0,119
12,N,501
29,70000.0,501
28,73000.0,501
56,28000.0,208
72,55700.0,501
23,30000.0,501
58,33700.0,258
51,0.0,N
35,33300.0,264
16,9400.0,501
85,18600.0,153
20,54000.0,N
52,54200.0,413
64,0.0,225
39,125000.0,501
74,32400.0,300
65,0.0,75
53,219000.0,501
48,160000.0,501
61,10700.0,87
10,N,116
35,195000.0,501
11,N,310
40,589000.0,501
20,650.0,3
51,150000.0,501
64,14400.0,109
17,0.0,292
77,483200.0,501
11,N,501
21,5400.0,39
6,N,501
38,69100.0,501
39,2600.0,19
45,150000.0,501
38,6000.0,501
33,0.0,0
77,19400.0,501
62,58000.0,358
40,35000.0,172
65,85000.0,501
34,0.0,0
21,0.0,N
49,165050.0,501
23,1200.0,15
0,N,268
63,16000.0,120
41,0.0,0
10,N,501
59,48000.0,238
82,32000.0,361
53,0.0,501
52,52000.0,501
33,0.0,440
13,N,175
48,121040.0,501
66,158500.0,501
30,37000.0,144
75,171000.0,501
10,N,7
5,N,90
17,6500.0,501
21,9000.0,N
21,2800.0,22
2,N,501
17,46000.0,501
17,0.0,43
19,0.0,N
68,15100.0,116
36,115000.0,501
39,0.0,501
88,44500.0,363
10,N,501
45,146000.0,501
23,85000.0,501
30,100000.0,501
48,75000.0,266
47,29000.0,148
43,105000.0,501
58,158000.0,501
66,9200.0,199
27,35000.0,378
23,11000.0,83
21,13000.0,214
42,37000.0,281
34,50000.0,377
53,52000.0,395
67,111030.0,501
5,N,270
49,624000.0,501
60,75000.0,501
77,67020.0,501
71,220000.0,501
5,N,501
41,516000.0,501
74,17200.0,501
37,100000.0,501
23,7300.0,46
39,30000.0,331
10,N,387
45,134000.0,501
72,28800.0,482
18,0.0,501
58,13800.0,322
36,10300.0,78
87,1600.0,13
53,25000.0,297
80,42700.0,353
75,12400.0,N
3,N,101
68,18000.0,142
9,N,322
30,8400.0,140
15,100.0,501
58,220000.0,501
65,9300.0,59
59,15100.0,114
40,9300.0,70
36,0.0,0
58,20000.0,151
57,9500.0,72
10,N,69
42,35000.0,128
51,148520.0,501
66,0.0,159
6,N,501
55,647000.0,501
10,N,62
63,9500.0,71
49,7000.0,501
58,96000.0,501
75,84000.0,501
21,2000.0,15
30,36000.0,372
18,2500.0,N
12,N,89
63,66200.0,489
40,180000.0,501
20,20.0,N
29,571000.0,N
82,14400.0,119
31,137000.0,501
54,100000.0,501
46,150000.0,501
24,0.0,0
87,12900.0,202
61,91000.0,501
59,40500.0,307
45,137000.0,501
41,15000.0,501
40,589000.0,501
80,135000.0,501
34,57000.0,433
4,N,274
57,55000.0,415
29,38000.0,288
35,0.0,391
17,7000.0,151
50,10000.0,501
74,25000.0,206
38,10000.0,210
67,66760.0,501
12,N,331
58,159000.0,501
47,145000.0,501
50,32000.0,501
11,N,286
84,36160.0,296
51,15000.0,501
44,250000.0,501
90,17900.0,256
67,360.0,501
66,19000.0,501
30,18700.0,158
10,N,172
48,900.0,6
51,18000.0,136
57,5060.0,457
82,64240.0,501
95,68000.0,501
68,175100.0,501
70,57000.0,466
34,26100.0,429
90,4500.0,N
24,100000.0,501
66,26000.0,359
71,9600.0,179
10,N,501
49,240000.0,501
67,15000.0,300
36,23000.0,180
26,45000.0,501
30,79000.0,501
82,7200.0,391
63,15400.0,155
63,0.0,501
67,20000.0,190
38,60000.0,430
39,15300.0,91
60,12100.0,100
33,82000.0,501
41,31500.0,175
52,50000.0,352
49,172700.0,501
7,N,199
13,N,120
10,N,155
70,42600.0,468
21,0.0,0
32,32000.0,157
6,N,501
60,62700.0,501
49,180000.0,501
27,39000.0,293
40,50000.0,N
79,28600.0,233
38,15000.0,319
77,9500.0,501
19,1000.0,N
21,0.0,N
65,38000.0,311
50,36000.0,269
59,80000.0,351
18,0.0,N
60,24000.0,181
82,61900.0,457
20,18000.0,458
68,54800.0,501
22,0.0,482
49,150000.0,501
77,16200.0,424
26,34220.0,259
9,N,473
26,28000.0,212
11,N,6
0,N,501
35,75000.0,501
35,140400.0,501
4,N,187
19,0.0,N
22,22000.0,190
73,27500.0,280
9,N,59
5,N,32
48,552000.0,501
51,220000.0,501
38,34000.0,501
67,60300.0,501
53,621000.0,501
15,0.0,501
2,N,37
19,32000.0,N
77,16400.0,161
33,100000.0,501
56,70000.0,501
21,0.0,178
23,5000.0,39
11,N,501
26,90000.0,501
22,35000.0,264
55,1560.0,221
37,24030.0,122
50,170000.0,501
9,N,475
77,13100.0,75
52,12800.0,180
40,76000.0,501
52,85000.0,501
45,198100.0,501
35,150000.0,501
43,26300.0,158
17,0.0,157
49,45000.0,501
61,9600.0,212
24,41030.0,309
77,1500.0,501
68,20200.0,378
50,62000.0,501
33,0.0,0
48,30900.0,259
48,27000.0,205
33,0.0,N
61,6300.0,47
25,32000.0,243
29,0.0,134
20,10000.0,N
57,52000.0,398
60,589000.0,501
56,97000.0,501
77,8700.0,53
48,26000.0,127
21,15000.0,286
76,0.0,211
61,2800.0,501
11,N,286
36,0.0,0
16,500.0,501
25,87000.0,501
65,42400.0,275
35,41500.0,435
25,0.0,294
22,8500.0,501
21,7200.0,116
72,264000.0,501
31,-7250.0,80
72,40900.0,383
46,11300.0,173
4,N,165
25,38000.0,408
7,N,85
15,0.0,501
41,40000.0,305
33,55000.0,315
70,4800.0,39
19,600.0,362
59,220000.0,501
17,0.0,2
8,N,501
28,0.0,501
15,7600.0,268
5,N,259
26,55000.0,416
80,24000.0,212
22,11000.0,79
2,N,124
34,85000.0,501
50,24000.0,501
49,0.0,501
46,65000.0,492
53,40000.0,237
53,23000.0,352
54,180000.0,501
64,60000.0,453
3,N,285
40,36000.0,501
41,54000.0,416
48,90000.0,501
70,30000.0,273
26,45000.0,501
71,45400.0,N
21,10000.0,76
76,104000.0,501
35,80000.0,501
34,20000.0,97
28,16560.0,215
52,150000.0,501
5,N,501
5,N,0
61,3400.0,285
31,53000.0,404
49,0.0,501
43,192000.0,501
28,490000.0,501
59,133000.0,501
68,8400.0,84
46,11000.0,63
69,101100.0,501
54,100000.0,501
6,N,360
5,N,501
34,92100.0,501
3,N,132
37,120000.0,501
18,34000.0,N
75,10100.0,81
6,N,501
23,1200.0,15
66,16500.0,136
5,N,501
72,6000.0,309
10,N,501
19,15000.0,357
3,N,96
19,30000.0,N
72,8500.0,501
10,N,38
29,0.0,0
36,36900.0,237
5,N,354
25,78200.0,501
30,80000.0,501
41,0.0,501
43,2300.0,501
31,1000.0,7
57,0.0,0
9,N,60
64,65000.0,495
68,18000.0,142
74,16000.0,501
45,50000.0,501
94,14000.0,114
9,N,116
66,9300.0,501
54,35000.0,501
15,0.0,372
25,23000.0,263
73,53300.0,307
70,89000.0,501
51,30000.0,388
0,N,501
61,14100.0,107
49,172700.0,501
66,36000.0,318
70,43000.0,352
86,28730.0,501
7,N,308
80,58000.0,477
72,53800.0,340
74,86900.0,501
68,84000.0,501
39,40000.0,229
27,65000.0,364
25,1800.0,5
5,N,326
25,3000.0,501
17,0.0,188
14,N,172
26,34000.0,501
75,36200.0,300
89,5100.0,501
68,20200.0,168
12,N,331
29,200000.0,501
22,15100.0,N
13,N,501
57,16400.0,93
15,0.0,323
12,N,0
81,128600.0,501
46,0.0,N
85,22400.0,178
39,141000.0,501
33,25000.0,501
17,0.0,84
16,0.0,23
76,24900.0,501
50,19100.0,482
38,4700.0,312
72,16600.0,371
66,262000.0,501
27,53000.0,404
40,145200.0,501
6,N,422
35,410120.0,501
44,30000.0,229
62,28000.0,211
65,349000.0,501
81,9300.0,76
66,31800.0,277
29,55000.0,415
19,2500.0,N
11,N,257
24,30000.0,228
20,0.0,0
31,72000.0,501
49,20000.0,152
3,N,210
1,N,501
64,54000.0,501
44,35000.0,319
38,0.0,39
27,20100.0,153
23,1500.0,N
61,25000.0,190
2,N,501
94,0.0,0
56,20300.0,154
18,38400.0,N
44,140000.0,501
42,204000.0,501
64,4300.0,393
68,81800.0,501
64,76000.0,501
65,83600.0,501
3,N,412
69,80050.0,501
88,43400.0,282
43,80000.0,501
22,7600.0,194
69,15600.0,359
30,0.0,0
72,125200.0,501
54,33300.0,294
78,58700.0,476
30,105000.0,501
39,257000.0,501
5,N,335
5,N,184
42,18000.0,501
41,30000.0,312
58,14000.0,105
30,60000.0,453
81,12000.0,177
65,559000.0,501
47,0.0,0
43,24000.0,182
62,42500.0,501
49,230000.0,501
46,65000.0,497
18,32000.0,N
3,N,501
11,N,501
10,N,193
19,0.0,N
72,98000.0,501
32,70000.0,343
39,410000.0,501
60,25000.0,191
30,50300.0,378
65,10000.0,266
59,173000.0,501
83,242100.0,501
34,42000.0,204
74,1500.0,12
69,10000.0,354
50,76600.0,437
19,0.0,242
41,30000.0,227
35,1500.0,283
69,28000.0,501
72,24900.0,N
61,250000.0,501
19,2500.0,N
27,14000.0,64
32,361000.0,501
15,0.0,317
39,12500.0,94
35,54000.0,501
37,71500.0,354
23,10000.0,58
2,N,219
24,20350.0,256
37,45000.0,221
21,25000.0,190
25,9000.0,248
18,800.0,477
55,11200.0,437
12,N,499
12,N,95
59,171000.0,501
33,90000.0,501
76,57500.0,471
63,230700.0,501
65,572000.0,501
30,130040.0,501
35,150000.0,501
37,12000.0,279
72,8500.0,N
3,N,501
31,250000.0,501
64,770.0,159
36,19820.0,362
57,25000.0,297
70,18900.0,242
74,0.0,0
31,68000.0,501
40,52000.0,485
66,11000.0,90
50,83000.0,501
4,N,242
60,26000.0,501
20,13700.0,305
19,3700.0,30
7,N,300
5,N,329
45,70000.0,501
56,10.0,422
55,42000.0,245
38,60000.0,43
43,192000.0,501
69,63900.0,501
54,328000.0,501
43,38000.0,409
38,9000.0,53
16,0.0,501
58,200000.0,501
59,48000.0,370
21,0.0,N
69,22000.0,181
21,6700.0,137
5,N,270
68,39200.0,321
12,N,193
2,N,60
24,7400.0,60
70,42600.0,501
6,N,377
60,5000.0,58
13,N,298
48,175000.0,501
51,5900.0,44
53,164000.0,501
68,24300.0,338
85,8500.0,250
16,0.0,11
20,20.0,N
21,10400.0,79
60,16000.0,501
78,0.0,0
44,83500.0,301
28,87000.0,501
34,58000.0,501
75,6200.0,80
72,3300.0,194
63,47100.0,302
8,N,102
33,45000.0,501
19,17000.0,N
10,N,62
51,296000.0,501
62,18000.0,N
74,23700.0,194
16,0.0,248
56,21600.0,160
45,0.0,0
74,22300.0,451
72,55700.0,501
70,12900.0,106
24,17400.0,287
80,9300.0,297
91,2700.0,14
12,N,113
71,22300.0,184
66,85000.0,501
36,30200.0,217
42,136000.0,501
17,1500.0,501
53,15000.0,124
28,3500.0,N
31,30000.0,116
61,55900.0,501
7,N,501
54,73000.0,501
55,490000.0,501
33,57000.0,433
37,165000.0,501
76,1300.0,10
81,17000.0,166
19,14400.0,166
76,15000.0,150
6,N,501
49,67000.0,501
26,45000.0,343
9,N,0
26,40000.0,501
55,22000.0,501
40,54000.0,501
51,0.0,501
